"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Interviews","PostRaceInterview","Type = Question3; ISCrashedInto = True;","MediaPerson","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","PSG_80000226","Type = PlayerDriverCrashedInto","","TRUE","","","","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?","{CrashDriver:Name} was hit by {InterviewSubject:Name} during the race… do you have a message for the {InterviewSubject:Nationality} driver?"
"Interviews","PostRaceInterview","Type = PlayerDriverCrashedInto","Player","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","PSG_80000227","Type = Question4;","InterviewSubject:AddTrait = 317","TRUE","","","","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>","<gender^InterviewSubject=F>
That was terrible from {InterviewSubject:LastName}. She needs to buck her ideas up!
</gender>
<gender^InterviewSubject=M>
That was terrible from {InterviewSubject:LastName}. He needs to buck his ideas up!
</gender>"
"Interviews","PostRaceInterview","Type = PlayerDriverCrashedInto","Player","It was a racing incident… both of the drivers were at fault.","PSG_80000228","Type = Question4;","CrashDriver:Morale = -10;","TRUE","","","","It was a racing incident… both of the drivers were at fault.","It was a racing incident… both of the drivers were at fault.","It was a racing incident… both of the drivers were at fault.","It was a racing incident… both of the drivers were at fault.","It was a racing incident… both of the drivers were at fault.","It was a racing incident… both of the drivers were at fault.","It was a racing incident… both of the drivers were at fault.","It was a racing incident… both of the drivers were at fault.","It was a racing incident… both of the drivers were at fault."
"Interviews","PostRaceInterview","Type = PlayerDriverCrashedInto","Player","I think that {CrashDriver:FirstName} was at fault. ","PSG_80000229","Type = Question4;","CrashDriver:AddTrait = 281","TRUE","","","","I think that {CrashDriver:FirstName} was at fault. ","I think that {CrashDriver:FirstName} was at fault. ","I think that {CrashDriver:FirstName} was at fault. ","I think that {CrashDriver:FirstName} was at fault. ","I think that {CrashDriver:FirstName} was at fault. ","I think that {CrashDriver:FirstName} was at fault. ","I think that {CrashDriver:FirstName} was at fault. ","I think that {CrashDriver:FirstName} was at fault. ","I think that {CrashDriver:FirstName} was at fault. "
"Interviews","PostRaceInterview","Type = PlayerDriverCrashedInto; PlayerStory = ExDriver;","Player","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","PSG_80000230","Type = Question4;","CrashDriver:Morale = -10;CrashDriver:AddTrait = 63","TRUE","","","","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident.","To be honest, I think {CrashDriver:FirstName} did brake quite early and that was part of the cause for the incident."
"Interviews","PostRaceInterview","Type = PlayerDriverCrashedInto; PlayerStory = Politico;","Player","I did not see the replay of the incident yet and would not like to comment at this point.","PSG_80000231","Type = Question4;","","TRUE","","","","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point."
"Interviews","PostRaceInterview","Type = Question3; ISPenalisedCausedCollision = True; PlayerSeries != EnduranceSeries;","MediaPerson","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","PSG_80000232","Type = PenalisedCausedCollision","","TRUE","","","","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?","{InterviewSubject:Name} was given a penalty for causing a collision… what do you have to say to the GMA?"
"Interviews","PostRaceInterview","Type = PenalisedCausedCollision","Player","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","PSG_80000233","Type = Question4;","InterviewSubject:Morale = +10; Chairman:Happiness = -10;","TRUE","","","","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!","The GMA have got a lot to answer for! {InterviewSubject:FirstName} is a top driver, and I saw nothing wrong!"
"Interviews","PostRaceInterview","Type = PenalisedCausedCollision","Player","Nothing, really. It seemed like a fair penalty to me.","PSG_80000234","Type = Question4;","InterviewSubject:Morale = -10;","TRUE","","","","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me."
"Interviews","PostRaceInterview","Type = PenalisedCausedCollision","Player","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","PSG_80000235","Type = Question4;","InterviewSubject:Morale = -20; Chairman:Happiness = +5;","TRUE","","","","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!","The only thing I have to say is to {InterviewSubject:FirstName}. That was an awful mistake!"
"Interviews","PostRaceInterview","Type = PlayerDriverCrashedInto; PlayerStory = ExDriver;","Player","GMA should let the drivers race! This kind of pampering is getting ridiculous.","PSG_80000236","Type = Question4;","Chairman:Happiness = -5; PlayerTeam:Marketability = +5;","TRUE","","","","GMA should let the drivers race! This kind of pampering is getting ridiculous.","GMA should let the drivers race! This kind of pampering is getting ridiculous.","GMA should let the drivers race! This kind of pampering is getting ridiculous.","GMA should let the drivers race! This kind of pampering is getting ridiculous.","GMA should let the drivers race! This kind of pampering is getting ridiculous.","GMA should let the drivers race! This kind of pampering is getting ridiculous.","GMA should let the drivers race! This kind of pampering is getting ridiculous.","GMA should let the drivers race! This kind of pampering is getting ridiculous.","GMA should let the drivers race! This kind of pampering is getting ridiculous."
"Interviews","PostRaceInterview","Type = PlayerDriverCrashedInto; PlayerStory = Politico;","Player","I did not see the replay of the incident yet and would not like to comment at this point.","PSG_80000237","Type = Question4;","","TRUE","","","","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point.","I did not see the replay of the incident yet and would not like to comment at this point."
"Interviews","PostRaceInterview","Type = Question1; ISPenalisedCausedCollision = True; PlayerSeries = EnduranceSeries;","MediaPerson","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","PSG_80000238","Type = PenalisedCausedCollisionEndurance","","TRUE","","","","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","Your team was given a penalty for causing a collision… what do you have to say to the GMA?","Your team was given a penalty for causing a collision… what do you have to say to the GMA?"
"Interviews","PostRaceInterview","Type = PenalisedCausedCollisionEndurance","Player","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","PSG_80000239","Type = Question4;","InterviewSubject:Morale = +10; Chairman:Happiness = -5;","TRUE","","","","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!","The GMA have got a lot to answer for! My team are top drivers, and I saw nothing wrong!"
"Interviews","PostRaceInterview","Type = PenalisedCausedCollisionEndurance","Player","Nothing, really. It seemed like a fair penalty to me.","PSG_80000240","Type = Question4;","InterviewSubject:Morale = -5;","TRUE","","","","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me.","Nothing, really. It seemed like a fair penalty to me."
"Interviews","PostRaceInterview","Type = PenalisedCausedCollisionEndurance","Player","I personally apologise for the recklessness of my drivers today.","PSG_80000241","Type = Question4;","InterviewSubject:Morale = -5; Chairman:Happiness = +15;","TRUE","","","","I personally apologise for the recklessness of my drivers today.","I personally apologise for the recklessness of my drivers today.","I personally apologise for the recklessness of my drivers today.","I personally apologise for the recklessness of my drivers today.","I personally apologise for the recklessness of my drivers today.","I personally apologise for the recklessness of my drivers today.","I personally apologise for the recklessness of my drivers today.","I personally apologise for the recklessness of my drivers today.","I personally apologise for the recklessness of my drivers today."
"Interviews","PostRaceInterview","Type = Question3; ISScrutineeringPenalty = True; ISRacePositionPreScrutineering > 11;","MediaPerson","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","PSG_80000242","Type = ScrutineeringPenalty","","TRUE","","","","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?","{InterviewSubject:Name} finished in {InterviewSubject:LastRacePositionPreScrutineering} position in the last race, but was penalised after scrutineering… do you regret bending the rules?"
"Interviews","PostRaceInterview","Type = Question3; ISScrutineeringPenalty = True;","MediaPerson","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","PSG_80000243","Type = ScrutineeringPenalty","","TRUE","","","","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?","{InterviewSubject:Name} was penalised after the race for illegal {Part}. Any comments on that?"
"Interviews","PostRaceInterview","Type = ScrutineeringPenalty","Player","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","PSG_80000244","Type = Question4;","#1PlayerDriver:MechanicRelationship = -10; #2PlayerDriver:MechanicRelationship = -10;","TRUE","","","","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong.","Our engineers and mechanics assured me that the {Part} was within the rules. Apparently they were wrong."
"Interviews","PostRaceInterview","Type = ScrutineeringPenalty","Player","I knew the {Part} design was borderline, but decided to risk it.","PSG_80000245","Type = Question4;","Chairman:Happiness = -10;","TRUE","","","","I knew the {Part} design was borderline, but decided to risk it.","I knew the {Part} design was borderline, but decided to risk it.","I knew the {Part} design was borderline, but decided to risk it.","I knew the {Part} design was borderline, but decided to risk it.","I knew the {Part} design was borderline, but decided to risk it.","I knew the {Part} design was borderline, but decided to risk it.","I knew the {Part} design was borderline, but decided to risk it.","I knew the {Part} design was borderline, but decided to risk it.","I knew the {Part} design was borderline, but decided to risk it."
"Interviews","PostRaceInterview","Type = ScrutineeringPenalty","Player","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","PSG_80000246","Type = Question4;","PlayerTeam:Marketability = -10;","TRUE","","","","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad.","There's always a grey zone and some room for interpretations in the rules. But I must admit the whole case makes us look bad."
"Interviews","PostRaceInterview","Type = ScrutineeringPenalty; PlayerStory = ExEngineer;","Player","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","PSG_80000247","Type = Question4;","","TRUE","","","","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","I still believe our {Part} is legal and within the rules, but GMA has made their decision.","I still believe our {Part} is legal and within the rules, but GMA has made their decision."
"Interviews","PostRaceInterview","Type = ScrutineeringPenalty; PlayerStory = Politico;","Player","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","PSG_80000248","Type = Question4;","","TRUE","","","","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook.","It is unfortunate that the rule regarding the {Part} was a bit vague. At least it will now be clarifier for next years rulebook."
"Interviews","PostRaceInterview","Type = Question3; ISCarHadLowQualityPart = True;","MediaPerson","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","PSG_80000249","Type = LowQualityPart","","TRUE","","","","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>","<gender^ISCarLowQualityPart=M>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seems to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>
<gender^ISCarLowQualityPart=MP>
{InterviewSubject:Name} has claimed that your <lowercase>{ISCarLowQualityPart}</lowercase> seem to be holding the team back, and technical commentators seem to agree... Is it true?
</gender>"
"Interviews","PostRaceInterview","Type = LowQualityPart","Player","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","PSG_80000250","Type = Question4;","#1PlayerDriver:MechanicRelationship = -5; #2PlayerDriver:MechanicRelationship = -5;","TRUE","","","","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP.","I have to admit that our <lowercase>{ISCarLowQualityPart}</lowercase> need improving, and the guys at the factory need to something about it ASAP."
"Interviews","PostRaceInterview","Type = LowQualityPart","Player","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","PSG_80000251","Type = Question4;","InterviewSubject:Morale = -10;","TRUE","","","","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>","<gender^InterviewSubject=F>
She needs to button it.
</gender>
<gender^InterviewSubject=M>
He needs to button it.
</gender>"
