Part Type,Company Name,ID,Logo ID,Price,Fuel Efficiency,Improveability,Tyre Wear,Tyre Heating,Overcharge Zone,Starting Charge,Harvest Efficiency Min,Harvest Efficiency Max,Hybrid Gates,Power Gates,Charge Size,BatteryType,Min Boundary,Max Boundary,Starting Level Min,Starting Level Max,Tier,Team Discount,Discount Amount,Teams That Cannot Buy This,Description
Battery,Electrfi,500,8,2.3,NA,NA,NA,NA,2,20,0.25,0.65,,,,,,,,,6,,,,
Battery,Matsutronics,501,9,5.7,NA,NA,NA,NA,10,5,0.15,0.45,,,,,,,,,6,,,,
Battery,XLQ-Power,502,10,3.7,NA,NA,NA,NA,2,60,0,0.4,,,,,,,,,6,,,,
Battery,Electrfi,503,11,2.8,NA,NA,NA,NA,0,5,0.65,0.15,,,,,,,,,6,,,,
Battery,Matsutronics,504,12,7.2,NA,NA,NA,NA,22,30,0.25,0.35,,,,,,,,,6,,,,
Battery,Matsutronics,505,14,7.5,NA,NA,NA,NA,2,85,0.15,0.3,,,,,,,,,6,,,,
Battery,Xenos Electrical Engineering,506,15,2.2,NA,NA,NA,NA,2,55,0.35,0.15,,,,,,,,,6,,,,
ChassisMaterials,Carbulon,114,10,4,NA,NA,7,1,,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.09,,,6,,,,
ChassisMaterials,Morimoto Materials,115,11,9,NA,NA,-2,5,,,,,,,,,,NoseHeight = 0; RearPackage = 0.02,,,6,,,,
ChassisMaterials,XCT Alloys,116,12,4,NA,NA,-5,-4,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.15,,,6,,,,
ChassisMaterials,Polymat Group,117,13,9,NA,NA,-1,-5,,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.17,,,6,,,,
ChassisMaterials,Tectra Fibres,460,1,5,NA,NA,-2,-6,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0,,,6,,,,
ChassisMaterials,Polymat Group,461,2,5,NA,NA,6,-7,,,,,,,,,,NoseHeight = 0; RearPackage = 0.04,,,6,,,,
ChassisMaterials,Carbulon,462,3,6,NA,NA,-7,0,,,,,,,,,,NoseHeight = 0; RearPackage = 0.03,,,6,,,,
ChassisMaterials,Morimoto Materials,463,4,5,NA,NA,8,-7,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0,,,6,,,,
ChassisMaterials,XCT Alloys,464,5,7,NA,NA,7,-8,,,,,,,,,,NoseHeight = 0; RearPackage = 0.06,,,6,,,,
ChassisMaterials,Polymat Group,465,6,10,NA,NA,10,-4,,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.1,,,6,,,,
ChassisMaterials,Carbulon,466,7,4,NA,NA,6,7,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0,,,6,,,,
ChassisMaterials,Morimoto Materials,467,8,10,NA,NA,-6,7,,,,,,,,,,NoseHeight = 0.15; RearPackage = 0.11,,,6,,,,
ChassisMaterials,XCT Alloys,468,9,6,NA,NA,12,7,,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.08,,,6,,,,
ChassisMaterials,Carbulon,469,14,10,NA,NA,-6,6,,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.19,,,6,,,,
ChassisMaterials,Morimoto Materials,470,15,15,NA,NA,2,4,,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.2,,,6,,,,
ECU,Micronix Racing,106,11,4,NA,NA,-4,3,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.13,,,6,,,,
ECU,Micronix Racing,107,12,6,NA,NA,-1.5,2.5,,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.08,,,6,,,,
ECU,Micronix Racing,108,13,9,NA,NA,8,2.5,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.04,,,6,,,,
ECU,Micronix Racing,109,14,7,NA,NA,-1,6,,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.25,,,6,,,,
ECU,Micronix Racing,482,1,4.5,NA,NA,2.5,1.5,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.02,,,6,,,,
ECU,Micronix Racing,483,2,4,NA,NA,-2,2.5,,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.01,,,6,,,,
ECU,Micronix Racing,484,3,5.5,NA,NA,3.5,1.5,,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.03,,,6,,,,
ECU,Micronix Racing,485,4,5,NA,NA,0,2,,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.04,,,6,,,,
ECU,Micronix Racing,486,5,5.5,NA,NA,-2.5,0.5,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.04,,,6,,,,
ECU,Micronix Racing,487,6,4,NA,NA,-3.5,-2.5,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.01,,,6,,,,
ECU,Micronix Racing,488,7,5.5,NA,NA,3,-3.5,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.08,,,6,,,,
ECU,Micronix Racing,489,8,4.5,NA,NA,-0.5,-1.5,,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.14,,,6,,,,
ECU,Micronix Racing,490,9,4.5,NA,NA,3,-3,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.13,,,6,,,,
ECU,Micronix Racing,491,10,8,NA,NA,6.5,1,,,,,,,,,,NoseHeight = 0.16; RearPackage = 0.02,,,6,,,,
ECU,Micronix Racing,492,15,6.5,NA,NA,6.5,6.5,,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.03,,,6,,,,
Engine,Mersault MK1,102,11,7,4,13,NA,NA,,,,,,,,,NoseHeight = 0.13; RearPackage = 0,,12,16,6,,,,
Engine,Shimizu,103,12,16,1,6,NA,NA,,,,,,,,,NoseHeight = 0.16; RearPackage = 0.19,,30,103,6,,,,
Engine,Rossini,104,13,5,-4,1,NA,NA,,,,,,,,,NoseHeight = 0.08; RearPackage = 0,,31,85,6,,,,
Engine,Mersault MK2,105,14,5,-3,4,NA,NA,,,,,,,,,NoseHeight = 0.28; RearPackage = 0.1,,50,195,6,,,,
Engine,Steinmann X,449,1,4,-3,0,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0,,2,6,6,,,,
Engine,Rossini Velocità,450,2,6,-4,-8,NA,NA,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.01,,2,3,6,,,,
Engine,Kitano,451,3,6,1,0,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.01,,11,39,6,,,,
Engine,Mersault MK3,452,4,7,5,6,NA,NA,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.05,,6,20,6,,,,
Engine,Hammer,453,5,5,-7,5,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.04,,0,0,6,,,,
Engine,Steinmann ,454,6,7,3,4,NA,NA,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.08,,22,80,6,,,,
Engine,Rossini,455,7,10,1,1,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.1,,13,17,6,,,,
Engine,Mersault MK2,456,8,11,-4,7,NA,NA,,,,,,,,,NoseHeight = 0.16; RearPackage = 0.03,,25,47,6,,,,
Engine,Shimizu RA1,457,9,12,8,0,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.08,,21,59,6,,,,
Engine,Rossini,458,10,6,11,4,NA,NA,,,,,,,,,NoseHeight = 0.13; RearPackage = 0.19,,11,23,6,,,,
Engine,Shimizu RA1,459,15,11,-4,17,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.11,,10,10,6,,,,
ERS,Flywheel,130,1,3,,,,,0,0,0.6,0.6,1750,150,100,Flywheel,,,,,6,,,,PSG_10013542
ERS,Battery,131,2,3,,,,,0,100,0.75,0.75,1000,300,100,Battery,,,,,6,,,,PSG_10013543
ERS,Supercapacitor,132,3,3,,,,,0,25,1,1,500,450,50,SuperCapacitor,,,,,6,,,,PSG_10013544
Fuel,Imperial Petroleum,110,10,7.5,3,5,NA,NA,,,,,,,,,NoseHeight = 0.16; RearPackage = 0.12,,,,6,,,,
Fuel,Imperial Petroleum,111,11,4.5,-0.5,-3,NA,NA,,,,,,,,,NoseHeight = 0.19; RearPackage = 0.08,,,,6,,,,
Fuel,Imperial Petroleum,112,12,6.5,-2,-0.5,NA,NA,,,,,,,,,NoseHeight = 0.19; RearPackage = 0.07,,,,6,,,,
Fuel,Imperial Petroleum,113,13,10.5,1,6,NA,NA,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.11,,,,6,,,,
Fuel,Imperial Petroleum,471,1,4.5,-4,0.5,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.01,,,,6,,,,
Fuel,Imperial Petroleum,472,2,4,2.5,-2.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.04,,,,6,,,,
Fuel,Imperial Petroleum,473,3,5.5,2,-0.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.04,,,,6,,,,
Fuel,Imperial Petroleum,474,4,6,3.5,-3.5,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.02,,,,6,,,,
Fuel,Imperial Petroleum,475,5,4.5,-2.5,2,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.05,,,,6,,,,
Fuel,Imperial Petroleum,476,6,4,-1.5,1,NA,NA,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.11,,,,6,,,,
Fuel,Imperial Petroleum,477,7,5,-3,1.5,NA,NA,,,,,,,,,NoseHeight = 0.13; RearPackage = 0.02,,,,6,,,,
Fuel,Imperial Petroleum,478,8,7.5,0,0.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.1,,,,6,,,,
Fuel,Imperial Petroleum,479,9,7,1.5,1,NA,NA,,,,,,,,,NoseHeight = 0.09; RearPackage = 0,,,,6,,,,
Fuel,Imperial Petroleum,480,14,9,-3.5,1,NA,NA,,,,,,,,,NoseHeight = 0.24; RearPackage = 0.11,,,,6,,,,
Fuel,Imperial Petroleum,481,15,4,0.5,7,NA,NA,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.2,,,,6,,,,
Battery,Matsutronics,92,9,6.1,NA,NA,NA,NA,16,45,0.15,0.3,,,,,,,,,7,,,,
Battery,XLQ-Power,555,1,1.8,NA,NA,NA,NA,2,25,0.1,0.1,,,,,,,,,7,,,,
Battery,Huang Lin Racing Technology,556,2,1.4,NA,NA,NA,NA,0,25,0.25,0,,,,,,,,,7,,,,
Battery,Electrfi,557,3,2.8,NA,NA,NA,NA,2,0,0.1,0.4,,,,,,,,,7,,,,
Battery,Matsutronics,558,4,3.6,NA,NA,NA,NA,4,40,0.45,0.3,,,,,,,,,7,,,,
Battery,Xenos Electrical Engineering,559,5,0.5,NA,NA,NA,NA,0,45,0.1,0.5,,,,,,,,,7,,,,
Battery,XLQ-Power,560,6,5.1,NA,NA,NA,NA,8,10,0.45,0.3,,,,,,,,,7,,,,
Battery,Huang Lin Racing Technology,561,7,1.4,NA,NA,NA,NA,0,25,0.6,0.3,,,,,,,,,7,,,,
Battery,Electrfi,562,8,2.4,NA,NA,NA,NA,4,25,0.55,0.65,,,,,,,,,7,,,,
Battery,XLQ-Power,563,10,2.4,NA,NA,NA,NA,0,40,0.55,0.4,,,,,,,,,7,,,,
Battery,Electrfi,564,11,0.7,NA,NA,NA,NA,14,75,0.35,0.35,,,,,,,,,7,,,,
Battery,Matsutronics,565,12,1.5,NA,NA,NA,NA,8,40,0.5,0.15,,,,,,,,,7,,,,
Battery,Huang Lin Racing Technology,566,13,9.2,NA,NA,NA,NA,10,70,0.45,0.65,,,,,,,,,7,,,,
Battery,Matsutronics,567,14,2,NA,NA,NA,NA,26,5,0.15,0.15,,,,,,,,,7,,,,
Battery,Xenos Electrical Engineering,568,15,7.2,NA,NA,NA,NA,28,15,0.65,0.45,,,,,,,,,7,,,,
ChassisMaterials,Tectra Fibres,127,1,3,NA,NA,-7,3,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0,,,7,,,,
ChassisMaterials,Carbulon,128,3,3,NA,NA,5,-1,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0,,,7,,,,
ChassisMaterials,XCT Alloys,129,5,7,NA,NA,6,-5,,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.04,,,7,,,,
ChassisMaterials,Polymat Group,519,2,3,NA,NA,0,3,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.03,,,7,,,,
ChassisMaterials,Morimoto Materials,520,4,2,NA,NA,-5,3,,,,,,,,,,NoseHeight = 0.06; RearPackage = 0.02,,,7,,,,
ChassisMaterials,Polymat Group,521,6,3,NA,NA,-4,-4,,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.04,,,7,,,,
ChassisMaterials,Carbulon,522,7,5,NA,NA,1,0,,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.01,,,7,,,,
ChassisMaterials,Morimoto Materials,523,8,7,NA,NA,-2,8,,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.11,,,7,,,,
ChassisMaterials,XCT Alloys,524,9,9,NA,NA,7,-4,,,,,,,,,,NoseHeight = 0.05; RearPackage = 0,,,7,,,,
ChassisMaterials,Carbulon,525,10,12,NA,NA,9,6,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.13,,,7,,,,
ChassisMaterials,Morimoto Materials,526,11,4,NA,NA,-8,8,,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.01,,,7,,,,
ChassisMaterials,XCT Alloys,527,12,3,NA,NA,13,4,,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.23,,,7,,,,
ChassisMaterials,Polymat Group,528,13,7,NA,NA,7,-1,,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.24,,,7,,,,
ChassisMaterials,Carbulon,529,14,15,NA,NA,-7,14,,,,,,,,,,NoseHeight = 0.12; RearPackage = 0.06,,,7,,,,
ChassisMaterials,Morimoto Materials,530,15,3,NA,NA,5,11,,,,,,,,,,NoseHeight = 0; RearPackage = 0.2,,,7,,,,
ECU,Micronix Racing,121,1,2,NA,NA,0,-3,,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.02,,,7,,,,
ECU,Micronix Racing,122,3,2.5,NA,NA,-4,-4,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.04,,,7,,,,
ECU,Micronix Racing,123,5,2.5,NA,NA,-2.5,2.5,,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.06,,,7,,,,
ECU,Micronix Racing,543,2,2.5,NA,NA,1,-0.5,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.02,,,7,,,,
ECU,Micronix Racing,544,4,3,NA,NA,-3,1.5,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.07,,,7,,,,
ECU,Micronix Racing,545,6,5,NA,NA,2.5,-4,,,,,,,,,,NoseHeight = 0; RearPackage = 0.12,,,7,,,,
ECU,Micronix Racing,546,7,3.5,NA,NA,2,-1.5,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.05,,,7,,,,
ECU,Micronix Racing,547,8,2,NA,NA,-2,1,,,,,,,,,,NoseHeight = 0.15; RearPackage = 0.11,,,7,,,,
ECU,Micronix Racing,548,9,3.5,NA,NA,1.5,3.5,,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.13,,,7,,,,
ECU,Micronix Racing,549,10,4.5,NA,NA,1,-0.5,,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.11,,,7,,,,
ECU,Micronix Racing,550,11,7,NA,NA,-2,2,,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.01,,,7,,,,
ECU,Micronix Racing,551,12,2,NA,NA,-3,6,,,,,,,,,,NoseHeight = 0.15; RearPackage = 0.2,,,7,,,,
ECU,Micronix Racing,552,13,8.5,NA,NA,6.5,6,,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.14,,,7,,,,
ECU,Micronix Racing,553,14,8,NA,NA,1.5,4,,,,,,,,,,NoseHeight = 0.16; RearPackage = 0.11,,,7,,,,
ECU,Micronix Racing,554,15,8.5,NA,NA,-2,5,,,,,,,,,,NoseHeight = 0.13; RearPackage = 0.25,,,7,,,,
Engine,Steinmann X,118,1,2,-4,-5,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.01,,1,1,7,,,,
Engine,Rossini Velocità,119,2,2,-3,-2,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.02,,1,1,7,,,,
Engine,Kitano,120,3,3,0,5,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.01,,3,4,7,,,,
Engine,Mersault MK3,507,4,4,6,-3,NA,NA,,,,,,,,,NoseHeight = 0.08; RearPackage = 0.02,,2,4,7,,,,
Engine,Hammer,508,5,6,5,-6,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.08,,9,16,7,,,,
Engine,Steinmann ,509,6,4,-3,4,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.07,,4,8,7,,,,
Engine,Rossini,510,7,2,-8,8,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.04,,7,11,7,,,,
Engine,Mersault MK2,511,8,10,9,-4,NA,NA,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.06,,7,13,7,,,,
Engine,Shimizu RA1,512,9,3,-4,11,NA,NA,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.17,,1,1,7,,,,
Engine,Rossini,513,10,12,-8,8,NA,NA,,,,,,,,,NoseHeight = 0.13; RearPackage = 0.19,,18,24,7,,,,
Engine,Mersault MK1,514,11,13,4,8,NA,NA,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.03,,10,18,7,,,,
Engine,Shimizu,515,12,9,-5,0,NA,NA,,,,,,,,,NoseHeight = 0.1; RearPackage = 0.21,,8,9,7,,,,
Engine,Rossini,516,13,14,2,12,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0.2,,10,13,7,,,,
Engine,Mersault MK2,517,14,2,6,-5,NA,NA,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.15,,19,20,7,,,,
Engine,Shimizu RA1,518,15,5,11,-6,NA,NA,,,,,,,,,NoseHeight = 0.13; RearPackage = 0.19,,4,6,7,,,,
ERS,Flywheel,569,1,3,,,,,0,0,0.6,0.6,1750,150,100,Flywheel,,,,,7,,,,PSG_10013542
ERS,Battery,570,2,3,,,,,0,100,0.75,0.75,1000,300,100,Battery,,,,,7,,,,PSG_10013543
ERS,Supercapacitor,571,3,3,,,,,0,25,1,1,500,450,50,SuperCapacitor,,,,,7,,,,PSG_10013544
Fuel,Imperial Petroleum,124,1,2,0.5,-1,NA,NA,,,,,,,,,NoseHeight = 0; RearPackage = 0.02,,,,7,,,,
Fuel,Imperial Petroleum,125,3,3,2,2.5,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.06,,,,7,,,,
Fuel,Imperial Petroleum,126,5,4,0,3.5,NA,NA,,,,,,,,,NoseHeight = 0.04; RearPackage = 0,,,,7,,,,
Fuel,Imperial Petroleum,531,2,2.5,1.5,-2.5,NA,NA,,,,,,,,,NoseHeight = 0.01; RearPackage = 0.04,,,,7,,,,
Fuel,Imperial Petroleum,532,4,2,2,-2.5,NA,NA,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.02,,,,7,,,,
Fuel,Imperial Petroleum,533,6,3.5,0,1.5,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.09,,,,7,,,,
Fuel,Imperial Petroleum,534,7,2,-3.5,-4,NA,NA,,,,,,,,,NoseHeight = 0.05; RearPackage = 0.09,,,,7,,,,
Fuel,Imperial Petroleum,535,8,4.5,-2.5,3,NA,NA,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.08,,,,7,,,,
Fuel,Imperial Petroleum,536,9,2.5,1.5,-1.5,NA,NA,,,,,,,,,NoseHeight = 0.07; RearPackage = 0.01,,,,7,,,,
Fuel,Imperial Petroleum,537,10,2,4.5,5,NA,NA,,,,,,,,,NoseHeight = 0.14; RearPackage = 0.01,,,,7,,,,
Fuel,Imperial Petroleum,538,11,5,5,2.5,NA,NA,,,,,,,,,NoseHeight = 0.02; RearPackage = 0.02,,,,7,,,,
Fuel,Imperial Petroleum,539,12,7.5,4.5,2,NA,NA,,,,,,,,,NoseHeight = 0.03; RearPackage = 0.18,,,,7,,,,
Fuel,Imperial Petroleum,540,13,7.5,-3.5,-0.5,NA,NA,,,,,,,,,NoseHeight = 0.17; RearPackage = 0.16,,,,7,,,,
Fuel,Imperial Petroleum,541,14,6,2.5,7.5,NA,NA,,,,,,,,,NoseHeight = 0.11; RearPackage = 0.06,,,,7,,,,
Fuel,Imperial Petroleum,542,15,2,-1,6.5,NA,NA,,,,,,,,,NoseHeight = 0.09; RearPackage = 0.19,,,,7,,,,
