ID,Trait Name,Name ID,Custom Trait Name,Text ID,Icon Path,Icon,Part,Level,Type,Activation Requirement,Risk Level,Stat Boost,Max Stat Boost,Reliability Boost,Max Reliability Boost,Production Time,Cost,Red Zone,Bonus,Bonus Type,AggressiveTeamWeightings,PassiveTeamWeightings
248,{Stat}: +95,PSG_20009161,<b>Performance:</b> +95,,PartIconID2,,All,5,Stock,,,95,,,,,,,,,1,1
249,"Build Time: +4 Days
Max Reliability: +25%
Red Zone: -25%",PSG_20009162,"<b>Build Time:</b> +4 Days
<b>Max Reliability:</b> +25%
<b>Red Zone:</b> -25%",,PartIconID68,,All,5,Stock,,,,,,25,9,,-25,,,1,1
250,"Driver's Overtaking: +2
During: Race",PSG_10013557,"<b>Performance:</b> +40
<b>Tyre Wear:</b> -4%",,PartIconTyreWear,1,FrontWing; RearWing; Suspension,4,Stock,,,40,,,,,,,0.04,TyreWearEfficiency,1,1
251,"Driver's Braking: +2
During: Race",PSG_10013558,"<b>Performance:</b> +30
<b>Performance:</b> +5 to Max
<b>Fuel Usage:</b> -5%",,PartIconProFuelEfficiency,1,Engine; FrontWing; RearWing,4,Stock,,,30,5,,,,,,0.05,FuelEfficiency,1,1
252,No Mistakes When Fixing In The Pit,PSG_10013559,"This is a test part that should only work on Brakes - +10 Perf, +10 Max Perf",,EngineerIconNoMistakes,1,Brakes,2,Engineer,,,10,10,,,,,,,,0,0
253,"Part Pit Stop Fix Time:
-3 seconds",PSG_10013560,"Part Pit Stop Fix Time:
-5 seconds",,EngineerIconID46,1,All,5,Engineer,,,,,,,,,,-5,PitstopFixTime,0,0
254,Fuel Efficiency: +5%,PSG_10013561,"<b>Performance:</b> +15
<b>Driver Cornering:</b> +1",,PartIconDriverCornering,1,FrontWing; RearWing; Suspension,1,Stock,,,15,,,,,,,1,DriverCornering,1,1
255,Tyre Wear Efficiency: +5%,PSG_10013562,<b>Performance:</b> +25,,PartIconID2,1,All,1,Stock,,,25,,,,,,,,,1,1
256,"Weight Stripping Performance Bonus: x2
{Stat}: +25",PSG_10013563,"<b>Performance:</b> +30
<b>Performance:</b> +5 to Max
<b>Driver Overtaking:</b> +2",,PartIconDriverOvertaking,4,Engine; Gearbox,3,Stock,,,30,5,,,,,,2,DriverOvertaking,1,1
257,"Produce an Additional Part 
for No Extra Cost or Time
Red Zone: +25%",PSG_10013564,"<b>Performance:</b> +10
<b>Max Reliability:</b> +5%
<b>Driver Overtaking:</b> +4",,PartIconDriverOvertaking,4,Engine; Gearbox,4,Stock,,,10,,,5,,,,4,DriverOvertaking,1,1
258,"Tyre Wear Efficiency: +5%
Reliability: -10%",PSG_10013565,"<b>Performance:</b> +30
<b>Performance:</b> +5 to Max
<b>Driver Braking:</b> +2",,PartIconDriverBracking,4,Brakes,3,Stock,,,30,5,,,,,,2,DriverBraking,1,1
259,"Fuel Efficiency: +5%
Reliability: -20%",PSG_10013566,"<b>Performance:</b> +5
<b>Performance:</b> +10 to Max
<b>Driver Cornering:</b> +4",,PartIconDriverCornering,4,FrontWing; RearWing; Suspension,3,Stock,,,5,10,,,,,,4,DriverCornering,1,1
260,"Driver's Consistency: +2
During: Race",PSG_10013567,"<b>Performance:</b> +20
<b>Max Reliability:</b> +5%
<b>Driver Braking:</b> +3",,PartIconDriverBracking,4,Brakes,4,Stock,Race,,20,,,5,,,,3,DriverBraking,1,1
261,"Driver's Cornering: +2
During: Race",PSG_10013568,"<b>Performance:</b> +15
<b>Max Reliability:</b> -5%
<b>Driver Cornering:</b> +6",,PartIconDriverCornering,1,FrontWing; RearWing; Suspension,4,Stock,Race,,15,,,-5,,,,6,DriverCornering,1,1
262,"Build Time: -3 Days
Reliability: -10%
Red Zone: +5%",PSG_10013569,"<b>Performance:</b> +15
<b>Performance:</b> +5 to Max
<b>Driver Cornering:</b> +2",,PartIconDriverCornering,1,FrontWing; RearWing; Suspension,2,Stock,,,15,5,,,,,,2,DriverCornering,1,1
263,"Build Time: -5 Days
Reliability: -15%
Red Zone: +10%",PSG_10013570,"<b>Performance:</b> +45
<b>Performance:</b> +5 to Max
<b>Driver Feedback:</b> +2",,PartIconPosTimeNegReliability,1,All,4,Stock,,,45,5,,,,,,2,DriverFeedback,1,1
264,"Driver's Focus: +2
During: Race",PSG_10013793,"<b>Versatile</b>
<b>Driver Adaptability:</b> +3",,EngineerIconDriverConsis,1,All,4,Engineer,,,,,,,,,,3,DriverAdaptability,1,1
265,,PSG_20009163,"<b>Performance:</b> +30
<b>Tyre Wear:</b> -1%",,PartIconTyreWear,1,FrontWing; RearWing; Suspension,2,Stock,,,30,,,,,,,0.01,TyreWearEfficiency,1,1
266,,PSG_20009164,"<b>Performance:</b> +40
<b>Performance:</b> +10 to Max
<b>Driver Feedback:</b> +1",,PartIconDriverConsistency,4,All,3,Stock,,,40,10,,,,,,1,DriverFeedback,1,1
267,,PSG_20009165,"<b>Performance:</b> +40
<b>Tyre Wear:</b> -2%",,PartIconTyreWear,1,FrontWing; RearWing; Suspension,3,Stock,,,40,,,,,,,0.02,TyreWearEfficiency,1,1
268,,PSG_20009166,"<b>Performance:</b> +40
<b>Fuel Usage:</b> -2%",,PartIconProFuelEfficiency,1,Engine; FrontWing; RearWing,3,Stock,,,40,,,,,,,0.02,FuelEfficiency,1,1
269,,PSG_20009167,"<b>Performance:</b> +40
<b>Max Reliability:</b> -5%
<b>Driver Overtaking:</b> +6",,PartIconDriverConsistency,4,Engine; Gearbox,5,Stock,,,40,,,-5,,,,6,DriverOvertaking,1,1
270,,PSG_20009168,"<b>Performance:</b> +40
<b>Driver Braking:</b> +5",,PartIconDriverConsistency,4,Brakes,5,Stock,,,40,,,,,,,5,DriverBraking,1,1
271,,PSG_20009169,"<b>Performance:</b> +50
<b>Performance:</b> +5 to Max
<b>Driver Feedback:</b> +4",,PartIconDriverConsistency,4,All,5,Stock,,,50,5,,,,,,4,DriverFeedback,1,1
272,,PSG_20009170,"<b>Performance:</b> +35
<b>Performance:</b> +5 to Max
<b>Tyre Wear:</b> -8%",,PartIconTyreWear,1,FrontWing; RearWing; Suspension,5,Stock,,,35,5,,,,,,0.08,TyreWearEfficiency,1,1
273,,PSG_20009171,"<b>Performance:</b> +35
<b>Performance:</b> +5 to Max
<b>Fuel Usage:</b> -8%",,PartIconProFuelEfficiency,1,Engine; FrontWing; RearWing,5,Stock,,,35,5,,,,,,0.08,FuelEfficiency,1,1
274,,PSG_20009172,"<b>Gentle</b>
<b>Driver Smoothness:</b> +5",,EngineerIconDriverConsis,1,All,4,Engineer,,,,,,,,,,5,DriverSmoothness,1,1
275,,PSG_20009173,"<b>Intuitive</b>
<b>Driver Feedback:</b> +4",,EngineerIconDriverConsis,1,All,4,Engineer,,,,,,,,,,4,DriverFeedback,1,1
276,,PSG_20009174,"<b>Dig Deep</b>
<b>Weight Stipping Bonus:</b> x1.5",,PartIconWeightStripping,4,All,4,Engineer,,,,,,,,,,1.5,WeightStrippingPerformanceBonus,1,1
277,,PSG_20009175,"<b>Simple</b>
<b>Part Fix Time:</b> -2s",,EngineerIconID46,1,All,4,Engineer,,,,,,,,,,-2,PitstopFixTime,1,1
278,,PSG_20009176,"<b>Gentle</b>
<b>Driver Smoothness:</b> +7",,EngineerIconDriverConsis,1,All,5,Engineer,,,,,,,,,,7,DriverSmoothness,1,1
279,,PSG_20009177,"<b>Intuitive</b>
<b>Driver Feedback:</b> +6",,EngineerIconDriverConsis,1,All,5,Engineer,,,,,,,,,,6,DriverFeedback,1,1
280,,PSG_20009178,"<b>Dig Deep</b>
<b>Weight Stipping Bonus:</b> x2",,PartIconWeightStripping,4,All,5,Engineer,,,,,,,,,,2,WeightStrippingPerformanceBonus,1,1
281,,PSG_20009179,"<b>Simple</b>
<b>Part Fix Time:</b> -5s",,EngineerIconID46,1,All,5,Engineer,,,,,,,,,,-5,PitstopFixTime,1,1
282,,PSG_20009180,"<b>Basic</b>
<b>Chance of part repair mistake:</b> None",,EngineerIconNoMistakes,1,All,5,Engineer,,,,,,,,,,,NoMistakeWhenPitFixing,1,1
283,,PSG_20009181,"<b>Versatile</b>
<b>Driver Adaptability:</b> +4",,EngineerIconDriverConsis,1,All,5,Engineer,,,,,,,,,,4,DriverAdaptability,1,1
